"","kingdom","phylum","class","order","family","genus"
"37f9d95d321438477967281dcfa4efc1","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus"
"cf0b071a6c4379929a752da49f50d82d","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus"
"0fa481957525a80964121165c280f20f","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"c1f3db7b438bb005b1a070738d34b223","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"46f53a2cfdbbcab346718fa49070a734","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"e67e77e1bd9027aabdad51ff3c4ad69a","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"ac82bfa24845d830156ad45c88684651","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella"
"9922f69a59521b27a40851718d820b0a","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"87e16f924793344aa701ca44715e9b9a","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella"
"cfea97492e6a27c95936e873bbf6fe27","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"6ccafd206e11a3d3198d6edf780e3875","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"4cf14b1ffaae28275309be8c7d52bdd2","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"39284cb27289bc4411660e7d308e587a","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"a930ba4a7ad918a3858e759505f50535","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"b3bd495357d1eb8c6c8aa2953dcf0fb5","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Rothia"
"5f29d043bc53ad90a02d787d8798a4d2","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Unassigned"
"5d2d919c8bdac820ff7b34ae90bba900","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Veillonella"
"f9eceab31ecee13abe8ca5fe3247d23f","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Asinibacterium"
"d64318b74d89f1d06bdcc59f4b38350f","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Rothia"
"c55ff1e39ffe31c8ba6ca119d231c254","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Rothia"
"bb97629a29b84fda9e8375b6a65599bc","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Rothia"
"e5124aa5d27dfc7ea148f709a8a5ece2","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Veillonella"
"62bfd7c3062216167e69dfc5fc14d7ad","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Unassigned"
"049692341bf40525b0b0624b27765a36","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Asinibacterium"
"cd135fb20c2211f0ac728a6d0d510777","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Rothia"
"ecbf2c4bc21e60b6e473b9203346d94f","Bacteria","Firmicutes","Bacilli","Staphylococcales","Gemellaceae","Gemella"
"06593082086dd38160cc8667e9e3e514","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Rothia"
"70bd93dbaa5cf6f75ba2c24529263741","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Neisseriaceae","Neisseria"
"1dc6d554b6365819d7a69ca084fc5d65","Bacteria","Firmicutes","Bacilli","Staphylococcales","Gemellaceae","Gemella"
"87a7b22059e828aa837a698b81ad455a","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"d509adea58344fade8cbf53b114d46e2","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Granulicatella"
"cfaf6f6ed7e4f0ca61bea7a98ffbb493","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Rothia"
"9745532d908320fdc1c0003399ee38e8","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"92571d07ecfcbbf3a772493bd6b40eee","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Neisseriaceae","Neisseria"
"f18baeac84427725bc4302f078fde1e9","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"5535bab7857e8b632ec9eacd477f5d0c","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Granulicatella"
"a484a304d5a0290e92b8a408a5a58bb2","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Rothia"
"ccd6f73514d342b830f0e17c1c86ed9a","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"078ec5a1569819e211cc851ef8d5506b","Eukaryota","Vertebrata","Mammalia","Mammalia","Mammalia","Mammalia"
"8df2d7f6e05469de9caac03355e839de","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Lawsonella"
"7a1975f36d465ad446120d3876beb08a","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"ed3a2cbc9093f5e11c0d8fdab1b4aa85","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"fa1442be060e3140b43ff684a25b9cec","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Rothia"
"7e9723fb6f843840a5057ddead1e7e39","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Oceanobacillus"
"24e9e3e96f3ba4ade21ca36f8b921a53","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"ac50f0d54ca5ff006c20f3052c5c4a10","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Unassigned"
"e448573590a7172c687a3f7073b49374","Eukaryota","Vertebrata","Mammalia","Mammalia","Mammalia","Mammalia"
"f2d1fca844038f027b3389d3f6592e8a","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Lawsonella"
"9d76235a29f4fc65c63f2ff91f5976eb","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"221b0b99973b65e7e57479554f02b62c","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Oceanobacillus"
"96691463aed019001736a3959f82102f","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"32f790fe37f5e6601c86bfe1f06f6f9a","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"d64cab1be7fc4d03188d335ce7cc37da","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Unassigned"
"1f31daadfdb2bec1553126e6614c2501","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"ea1e5fbddffe6d4255caa43aa1b8be77","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella"
"734a17a540aa3894b13b0c6c4b1ce0ac","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas"
"e2da161e65b4f02c110edca2429f8fd7","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"71c37f850d124fe3370ecbaf325e52d1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia"
"72e9145b19d62097f6005989a448f1b9","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"ea0d29058faff53ebe882dae0e1a89ae","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"55cff0474133826948e03c9c9cc5f44f","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"8bc68e8a09b71e17986065d6f25feb25","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus"
"b3fbb3a0163a1fa00e7a3cace74ca426","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"191d34097c2a3f80283e78d3aca5af52","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Pandoraea"
"7382aea5cbe1b7fec2403d0aa3a1b886","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Atopobium"
"dc29cd3da619fa7cf061d798db7aac48","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"03cce8a8e8759a00c47dca8122e1bbf3","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella"
"48c5e222f357b39de396cda86d2abb7b","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Unassigned"
"fda0cd22447253f8f0b7823cccf0d9f3","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas"
"816b4bdcf6f26b75970bd8ac483c754e","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoanaerobaculum"
"18903e6e60f9287c9420400971942e5f","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"fa4a3da51a97a9cc4cfa5ad94ad5baa6","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia"
"fa1acc33d548f20fdd142352542a2869","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia"
"aafdf63a4f18b59db86752d3271fcd52","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"1419a582c905873a026e9b88202b1aba","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"c154d6ba7ebc597ce77dabe30aaebebb","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium"
"48ddd2c18071bdb152a388fa1c79b69b","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"a5cd1b3532c3734ff345dfcac0672173","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Veillonella"
"41d310b92ea22577f63b9ca38ba86933","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"c3445b4b158bff3b0eee88f55f18510a","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"a8e06869db94971d2e5c4fa2913aa4f0","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"bc928b08e88aa11323de57c8b327922b","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Pandoraea"
"e598469122b96d9853c18ae1d6d50d0f","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium"
"b347fec32c46110104b953e1d0b3fec4","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"a73d713ab169944eee9d0b3185d55abf","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Rothia"
"b2d7d9ede1a47d0e9958cf602f4b4d56","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoanaerobaculum"
"8cd1159e41e2e9220e5849418a5f3c95","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"09d7bd0160472fcbab63f2e6c1330bb2","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Unassigned"
"99c909c2055c7177b2cf67e86b3db4e6","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Solobacterium"
"ef2391122f7a04dec19a6f1ce7b3f1fb","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"df8e36959069f617c8e8f71edc26f8b1","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"ab2c783df50f16ad3a0aaff6e4c0d079","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"7abc42f0fac21b68a6a58bcd37a394c7","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales","Finegoldia"
"925c2fdac3c312e3018ec8a4a77af24d","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium"
"5fc3a7f308028c6e6efe499915f5eef5","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"88238a91cb81a79a1ab19eb7b696a2dd","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus"
"9236d2dd5873a518d5fa1f2a2a8f8836","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Lautropia"
"e1bc76264a2258ca5f02fe24d098d273","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"6db6d693ef57e7027167e17cf5a456e1","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"41bb9237b521cecf9fb080b378c2ec66","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus"
"535bffb1efbaeea03827f06250b55d70","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"a5edafb4e6b1a86b43c1a8427fd04f58","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Veillonella"
"363fd6d68cf72398e3565de7c6b89147","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus"
"33abd85aca65bf1a7ff7ee4e92707cf8","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella"
"21eed982204a1d1560a7a4ebb5287a87","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Solobacterium"
"98b7177fe71490672fa0e9039b432d5d","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"82748f5689db5d359ec13bc81a6cc8ee","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"10c4a680ff33e83a6cb565e21bed97d6","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"5ff143ffa45969a67c6b3f01ad52bf34","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"57391cfe9716d22a62bb79d4fd8ce402","Bacteria","Campilobacterota","Campylobacteria","Campylobacterales","Campylobacteraceae","Campylobacter"
"fb496772d7535fb46d3b392a692a2f23","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"79f479c7a222ba6d3363ddd52c1d44c8","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales","Finegoldia"
"8a6a6609fae7d2f32fe82f7c7f85faf6","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"f5c5e022761f4c4c0fffc45356e0a32e","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"1a4f691297d6cc07e7d6086e2e739358","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia"
"87550f8368d768be9007ee48a2f7ab1b","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium"
"b9e7c71a7af58896f2d060b831a845b9","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus"
"16ec57c33682d8625650a8afc6ff51ef","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Veillonella"
"e193912c933082fb006e5760c440d971","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus"
"67b1244bd6c825b1665c8947c52bc2be","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Dolosigranulum"
"c45433845d6125c977e113f22937509e","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"54cdb46e3b2b67effd53a32519ef565f","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus"
"255b18ca45f994feb0fc4249e8a8304a","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Tepidimonas"
"dcf3387797062102204b100808c1654e","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales","Peptoniphilus"
"a02595558e2993d1b0c74ba0d0aedb5b","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"ef33c2079a8750ee61aeaf5772ee7538","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Stomatobaculum"
"b418ba3e2a99aa4a403c58e6fe967d49","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"48229912fb9fd837f26a55368ab90957","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"1ab4c6c6d44438548bd3ebeddf9b0316","Bacteria","Campilobacterota","Campylobacteria","Campylobacterales","Campylobacteraceae","Campylobacter"
"09335b6d91d83433a3f516b3af532087","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus"
"af57855579f6c0376599da40f97fb056","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales","Anaerococcus"
"5067bf75bafb20bf83858b8c1d2beea6","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella"
"b54573a7005b337be1124e8de2149658","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"ee4a9dc276792a1abe74d0d5941f2b9a","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus"
"95fb9de124f448c23e92dd45749a3ca5","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"cd75da28e24c5e01feb52e9cdc442dcd","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas"
"24b325b681209953e0ce158e23fb8e1b","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus"
"084b25dc51803f01404fdb44d8768a83","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Dolosigranulum"
"e098f2db33cfe715d30b2da28a3f472c","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Megasphaera"
"f323ac8a6ded447b56ae1cb1cb173ef3","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus"
"6ca03e9d034b888b333da3a8dc7e4aee","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Stomatobaculum"
"7fe0780dac480f7f63bf66c34061d202","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Neisseriaceae","Neisseria"
"4b2bb98de51217b3c0bbbfb0fa5f7fbb","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus"
"b494e002e069ca6672e9d570befe8434","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales","Anaerococcus"
"2f36eb90a326fd655b08c166e3c68ada","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Stomatobaculum"
"f4fd97c4e3ec307b688e2dfa72554053","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales","Peptoniphilus"
"79a103cf1d911651c910d2aba6d442dd","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"89c7dd54b584633b1e9c85b120fa45e4","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"fa969435bebb5f575cd074415c300351","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"4ab8399d90e20e46ee90d9aed1b208d5","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia"
"9d17abda790d151156828ad708e84140","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium"
"e0956ea7387a3b901fb26405f2472366","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Unassigned"
"10238943ddebb90eb683e7e79b16010a","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"2b6dc5b749467aaf914e6b834a467bbd","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus"
"d89a6bfb053994507aa6e35386583ee3","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Mogibacterium"
"8fdaa39a60694ee64f5a93d9d211cc01","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia"
"291cd7558095fcd1eb99120c62bbd262","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas"
"85dce1f00fa88160c7e6d250098cd7ce","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Stomatobaculum"
"2638310b4ed62f47a7504a3f1afc4956","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"30bdf4a7daf1a1d910e9022c7c4464ad","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium"
"ad71d5059ceda2da008bc64815901302","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus"
"9c75c816e76c6ba7221faa4ad6cbd3e2","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"6fb47fe9e0ab520241010bf81455cfcb","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"607f3492c50f28da633f270883ab9a1b","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales","Parvimonas"
"8d01d6d652e80103d64143bfa7407abb","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Scardovia"
"6a701971f965e908fb3813e0ca382d16","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"d6cfdc4f21c936b38c6229e6453504f8","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"693f385100bbbc920f6c30087bc69619","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Bosea"
"e84b57283856d54d9c75ccad8633e7b5","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"7ac81152c4d16948108e547a9b444b03","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus"
"2ad57899bd27d07e87aa2cb4f91a8eb1","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"6ad2080a388ce857a84c8f1d07550275","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium"
"73328f7bc80247c202550250a364fd13","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"a90f9da531f7d857ffb552dab1af0867","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoanaerobaculum"
"5af80402ff7dd2aa18157b8539229252","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"374696a811178f26e7f386f140c5a0bb","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"f4121a01c815dcb88b475e990a2fda70","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia"
"720e937eb0b01d8676c6700398e707e9","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"96e9c635739e234e07664e6590f1a276","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"bc747f80c241bb461b5cb8d0efd2b9db","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus"
"c1dc6033489bdb6562dcead024e6a600","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus"
"6ec0f505a07e5e3b45ba50edd3f272e6","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium-Methylorubrum"
"6d93075ae4fdb7a29bdbeac9e933cb03","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales","Parvimonas"
"0341f9582a73c1b53a98f49662781d51","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"f9016e572299f66bfcf4588f6bda5693","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"76915e4d1d8f1d3afef1a7047e2a1f15","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"e4d8eaf4cd5f83a60403d31dd51adbf7","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus"
"c84d5e6da66d53a8a5bb4485596be1cd","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales","Parvimonas"
"5a2f776878ce2c4b0ac7aaa26ab47af5","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Scardovia"
"3298c93bbbc6aadedd9d8c212ac05d04","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"bbec804d1d317f4ec3eb00e6f222693a","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"a9b615418488e80b8cba79d2f2e5cc44","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema"
