"","kingdom","phylum","class","order","family","genus"
"8e7d41ae0d6e7155352d7856501a0402","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella"
"c472f88814ce0733550fc367a1f0acb0","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Asinibacterium"
"94b0125cf4cbd72cd55e206dce98f9d6","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"511d8bcabdd4f6f7df78a78dbeb3765a","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"6d486b982623d19034635e29df60e8b0","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales","Parvimonas"
"848aabf9234adefd3d184e99d14a50af","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus"
"59a282454730494fedc32f62f0389046","nassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"145e3ee6503f40666d8dc90acb0c4938","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus"
"aa7480bcebf26ebab525daffedffd7a4","nassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"f16b8f6cb69a68dd8c3f8717400a055e","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Pandoraea"
"18f793b4518fd22d7538e208afea9bd4","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"b880feb6c652e39d1e8b3ddd60923986","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales","Anaerococcus"
"b1819c2143e09dce141b5f5e2ac00588","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"8aced96acf185d4ab7a60267c61491b2","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella"
"43575dcb6fb8a5dd29d9f608bdfefec5","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Veillonella"
"c06ecd8dea4f8a71e03e42a92a2b7f03","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus"
"f21cd00da33252de50eab0b3eb895150","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoanaerobaculum"
"1779fa3ab853c2f6e1c5dc5c53a65b20","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"833c3471e0a69668c28be6a6d001cf1c","Eukaryota","Vertebrata","Mammalia","Mammalia","Mammalia","Mammalia"
"9ed084ebdcf05c7a4bf13c948bb410b0","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"769e054a5852e056b740093567700d15","nassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"7a482817db8edfa6d99ca8de74a7554a","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus"
"48ea8fa458949d56ab2361f340dee0e8","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"f880f080364c298a540b182b0520d738","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ad9b317731fb599c1ff89f87f5d26e99","nassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"9b31ef7791aed29d13f5d02abd19d138","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Rothia"
"f097eeda155cda8fada32463e551052b","nassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"c943219cea075e89fee729344e5cf2b4","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella"
"8d0f9bb4eb596e5e919c72b434c98e1e","nassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"9f745bbe1fb1340b9bbbe2c974a7d4e2","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"47fd76f747acc1bbd1beb9f4561ac975","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"7b5e5d236e4827104a8fa2891e876d69","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"59af109ea8cfd9b4f935072447dd8c47","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"34358c445032279cb11d60ce81bbeda4","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"ec861d3e9284095428b025dd545e0def","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoanaerobaculum"
"ae25de8ced27b3269ed34debcad4a302","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"e5d8521a70c622150678a55aa321d49a","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"4fb2db97dfa5ac52b3848572acc912d6","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"c0c748893077d81469233120680effe5","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"e3a27f76fc0a90630e956682ff27b4f8","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"5cafc936d643965ae45be594258491b0","nassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"94945dd214b13a183e82e6e29b943684","Bacteria","Firmicutes","Bacilli","Staphylococcales","Gemellaceae","Gemella"
"72c8e9c1dab723c9180e82ae5f0d6216","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus"
"464a1f98c9fc3bcfcd96333f6b5870dc","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"439c3fcc112801fbe94cbed7fc5c13d1","nassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"65b682fb36f9f8e54a24af536b35d7ce","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Rothia"
"9d9e61e22576a769e5b033af798c7689","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga"
"84fb58800a6a4985e20dca8847a9c79d","nassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"908b69555227103f53e00d2bcd564ffa","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"037adb306ff67897e1dee8076926b3de","nassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"50b874f350497cdd53e64015507e6c89","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"0b7e28d09ba182e6d64601398c04a174","nassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"f131416193eb646db636762f37e375de","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"c21cbf79e81056539ba4d9b953e32799","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Lawsonella"
"39d3fff14c9f5a4a0ebd53098f42036b","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Veillonella"
"2903a3b08212c2bc146419165d2deaee","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Dolosigranulum"
"afb61e736e7c7d9d0ee64e1341325034","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Lawsonella"
"de3d9807fe2a06df946c83daa3e726c5","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Rothia"
"eb76a6baff65f2ca246d3318e0e4d1be","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"6719ab64d9f6a2d971c8ade35611e0f9","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadaceae","Saccharimonadaceae"
"efc88a87d599384fd7ad95c1aa1d4f0f","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"4e3e7d2489fe129f420f35a8d8ba6120","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella"
"d50a0780af1e462c0ed206902ce93290","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"8210f29761e2fce2aa449abe80a25dfb","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella"
"e140ff62c89f8b8d18f9d0d1097afeaf","nassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"688d683bdb5f694756f1273b3218061d","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"c163896bc8ebbed2850e7345bdab3e9d","nassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"f1e70a65eb364ba7fc06c42fd2b2722a","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"69f982dd7ab1b4a10d0a979d7369d82d","nassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"4a3ed2daeca92fa34fdef7aa62235eb6","nassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"a31bf97a3b817f78ca17fd36b3344a59","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Unassigned"
"39e1b8fb25dd75ba5e7b557f87a7f54c","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Butyrivibrio"
"418a566800cabf42743034464dd654cf","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Granulicatella"
"1b5479886a3ed57c56fc3949a41e1078","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia"
"ec8c746f084ed8a1cf00aa7cb92d9b2a","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"828a8ded9bc1c7ac0f8afc827f77c7c6","nassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"5ec388630c84c303cacf7c9f7f34edb5","nassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"bfd00932a4d09569255812b64ed4de3a","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Granulicatella"
"2bafe0d7e72972efe96bd49730f7043f","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ff2f13b175331a941968f7ed6277024c","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia"
"05bae74122a613c5b72238d9ec88174f","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","RhizobialeIncertaSedis","Phreatobacter"
"09d6c9178854cff3457dfce2c7fa5793","nassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"e240a492d1ee47ab26d89fc58320d1eb","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Asinibacterium"
"6149086fff7f6104aefb2e9fb61eeeb4","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"27b3de7761e4defd1e6f1d7279850f18","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella"
"7a6d844716d4c1b78d8d165c3cea1733","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"f63285d8d37588f2d8c2b7da8a389bc6","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia"
"af5a4bf83d2b32d9e447de4eaca9bf3d","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella"
"dd83b6597b9c29f270ffe9d813dd3757","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Granulicatella"
"052e6946b620cb4bbaa44c827a189230","Bacteria","Campilobacterota","Campylobacteria","Campylobacterales","Campylobacteraceae","Campylobacter"
"b52c0574e1cc0f42dddf1f6698e09e06","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"2e80d46941c21c9c1920f1e44b16e312","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Veillonella"
"e140ea316e725ab8a47020edf3423b71","nassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"aab4564d194355462bab0494e8a99ae1","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Asinibacterium"
"7c1f4cc9305b7246dc96fb2a6f8bc506","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"07d28dbf70717a473568c9dd394ff03b","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"5ea8334318aa4fd33313feb132bfb9c4","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"0a8045bfff248a724207b9459fecfee7","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Unassigned"
"bb96adacca7f61dc77f52a7fde84d00c","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Lautropia"
"2e6effd6e20e47b6536ddac3f3ab2510","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"4b53dfb2c749d13ea5dfa1eaf36ee318","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella"
"7aa6819532139537386556686105c93b","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Unassigned"
"5e1fde6028b57393750858fed1eaaa9c","nassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"8b1dc5d17b47ab0ab1b6bfa4f19fd3b3","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Oribacterium"
"78266a3fec239bfe2427e64bdf2c6f5e","nassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"76065b4edbebcab4a8f3efe511e68222","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoanaerobaculum"
"fc432741961ccf49d6da2a009b43f666","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Oceanobacillus"
"e5e035c5931f6367830ceebece294960","Eukaryota","Vertebrata","Mammalia","Mammalia","Mammalia","Mammalia"
"eb63fcb9467ef1007d1cd9334d9b1388","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Rothia"
"7b774f036849f8b83fe50002eb685a52","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"4cae486305e09d08f8a31d4d2c32db80","nassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"3fc7890671bbefbcccf7c03987935c32","Bacteria","Firmicutes","Bacilli","Staphylococcales","Gemellaceae","Gemella"
"5ea32a96ed8051efb9c130406870fad5","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"198fa4139220897e5c8f230095cf0d1e","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"91bd22dfd800cf232763ae21a794760b","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Rothia"
"50157ceb0f00ddc85bb0f26a7cdf0875","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella"
"fec778a0c4427337119f37e8676d5abd","nassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"138852ced92ce90749b1b04d89278be5","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus"
"565bd17fb5690fd5202ac30b2ad4a0b0","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella"
"d84b1ce22ae32c9809ea62cea0086ba2","nassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"5cb79c34f2e50ff5f429aecbdddc3b9b","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Asinibacterium"
"93a5170ae26bf6a522d406584fd8786d","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus"
"d7ac4ca08a44dc6770896c524a9ab716","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Veillonella"
"8fdbfa700ab85f3dc396f84bd7f8dc25","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Veillonella"
"257d01490aaff13da6c7375a67cc2d5a","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Unassigned"
"f547f02b5a13cb99fccb1ece7118f0a8","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"f8069ee36a9f627f515374162fdaadcb","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales","Anaerococcus"
"77551557435a65ff9adcee1020afb078","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"8b9bfe9d8a24aa9b67a0f9e2f99a7eec","nassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"33ba3801bbc21e8e21369323e3dfae50","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Rothia"
"f938f52a8feb646a5ec3be6384b0a26e","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio"
"089f33bd81071a72555eeeb9eeae25dd","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Rothia"
"9cf53b410c88241b9653ba95c98a41b2","nassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"e0f2090ffdc656a2bd403800c0949ac8","nassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"4c008a1bbe38be83de0a162843ac3b3c","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"eccb72832389ad117feea868e7b89e6c","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Rothia"
"f516d8c6c514179a7700e699e9560cc4","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"dbc9684cae790edb2f242ad8d4c1ac6a","nassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"404398040d04bca7252b4a74d44f3567","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"d54d2c4f6c00bd717d719e8b882d43cc","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Rothia"
"4ad2568b573996e1f824d75aaf484cdf","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"b74dc62ce263cae7575eeee16242323f","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"2d34de977a93ac781a3cc36c0393b0b6","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella"
"82e47e7b48e998c1ba81fc8d345e0daf","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"af8007ebdc0fd5bf9adf7733d24007cb","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"759294e2ad83c61d2bedf86ca0f68f2a","nassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"9b88c898b8f84da879b14b272d7a8100","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Rothia"
"b9ddfb7dc0259833fbfe96a07e2017e3","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoanaerobaculum"
"354443baea3503e0cdd34e9c953609c1","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Rothia"
"5eb5014816f73c813791a499291e7aa8","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"48f97dce112ef9a3444cce4e080be5c4","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Pandoraea"
"d378f91713c7b98df7e33f34fd5983e9","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Bosea"
"2a54ffdaba25267da68602713caf4e5c","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Rothia"
"ff2f55a798d0001d331111937a745256","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium"
"89b75f64021ccfa9ec40e7622a58ca09","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"7f2a8191d9cf80932001a19930eff294","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Dolosigranulum"
"be2abc892ba64f943e34f7b4858f0d3b","nassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"9313228c048504078a9e346f81c9eaa4","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"5f12a1a4e72fb00498d9f62cc25305f2","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"df80331c8c203c68c4365c6359096201","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus"
"296aac8fea2959491f3344d9ccc81b7a","Bacteria","Firmicutes","Bacilli","Lactobacillales","Unassigned","Unassigned"
"46f0b562f4f8946b595f56f04e6895d3","nassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"4a5413b8505e7be0c171025cfa75a7cd","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella"
"16a7581e742ca0988995cc7a411c76c4","Bacteria","Firmicutes","Bacilli","Staphylococcales","Gemellaceae","Gemella"
"e07fadf96f9d0a7bb57e3a8e1aff3bd0","nassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"db59680f599dcb2e55f72e9bc482ee29","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus"
"201c6fd119b8936a7b5489c0f86dca61","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Aggregatibacter"
"6d38018c7f433345755fab1782b24d4e","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"b7f9f33168ff4f2dbcaaa3b5eb831f95","nassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"c22607c09d7676a0bf5e3317c15b8950","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"c5e09d834b7c77e7ccf9074958b7c460","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"0ef1c6342b629613bb806e624a5da70b","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Unassigned"
"1ae5b32ede1cce78dc5f113517425ce6","Bacteria","Campilobacterota","Campylobacteria","Campylobacterales","Campylobacteraceae","Campylobacter"
"3c27f944674e66656874848d07140e71","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","Mobiluncus"
"4a60c8a770ef8ba3168faca8ab41108d","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"05d07e045ebd535ce3408f01e77ef712","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus"
"e454c4d91d495e149c3457451c711798","nassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"355b96f11f3aae5941a0857274479355","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"bb04658390c5300ffd3342a2b94c8f4b","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"d57f7cf711ed1435949822066f1b0b68","Eukaryota","Vertebrata","Mammalia","Mammalia","Mammalia","Mammalia"
"47262e89ddd72f11b2d5d5d7cc2fa1fb","nassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"8a88dff44ff8ded2d0ef784498053d47","nassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"8ae9c983f8eb995c6932f812b2391d6b","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus"
"8ac4ffc4eabb7d8976b8984cf82e3d55","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"351a067cbe66c7de465070dab7894181","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Stomatobaculum"
"631f9ec12a8cfd7d2cda41e85e5be626","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Rothia"
"e959986833b4fdcf6aa2e63acceb91a5","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Rothia"
"58d5b6e67ce12dd7a5f97b48eeae13a6","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus"
"48cd31936ed44a91b57164237970ef4f","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella"
"cc7be6948bb3de8e62772f509b03c62f","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"8cad5c7c85a8b53de9afa7d61b20fb43","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus"
"c106c0fbf89f3a9058e51fe166818811","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Rothia"
"72fa28694154c3fe1dcc7691d07c8b0b","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Idiomarinaceae","Idiomarina"
"a7ff41555408cc0803851bce73b44091","Bacteria","Firmicutes","Bacilli","Staphylococcales","Gemellaceae","Gemella"
"4ddbbf8851f7b1709be7b55347feec84","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"1727d1d33e1410724ac5466ea8edd677","nassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"e5bb9f8b4d20f8cab4c8df1a6de4a58a","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium-Methylorubrum"
"041799a93de71a8831e058a5899bf63f","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"074733ee68c19b5b556a6fa02fb4351e","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus"
"92a79423c502939a5ffe440e64199cf7","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"35f5acf45272220e0504c25cae144b0b","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
